Provider,Storage_Needs,Supports_Encryption,CPU_Speed,Price_Per_Hour,Service_Model_Score,Activity_Field
AWS,2000.0,1,4.7,3.5,4,IT
Google Cloud,800.0,1,5.0,2.7,4,Education
Private Cloud,498.0,1,2.5,6.7,1,Bank
AWS,447.0,0,3.4,6.0,3,IT
AWS,2000.0,1,3.0,2.5,5,IT
AWS,814.9,1,5.0,2.3,4,IT
Google Cloud,1196.3,1,3.3,3.5,4,Education
Azure,1584.2,1,3.0,3.5,5,Telecom
Azure,2000.0,1,4.4,2.8,5,IT
Azure,2000.0,1,3.8,3.2,4,IT
Azure,1687.0,1,4.9,3.5,5,IT
AWS,707.0,1,3.1,6.4,2,Development
AWS,867.7,1,3.6,1.9,5,Medicine
Azure,2000.0,1,5.0,2.8,5,Education
AWS,1224.6,1,5.0,3.0,4,Bank
Azure,1176.6,1,3.0,2.7,5,Bank
Google Cloud,2000.0,1,3.0,2.3,4,IT
Private Cloud,2000.0,1,4.9,3.5,4,IT
Azure,1254.8,1,4.6,2.6,4,Bank
AWS,344.0,1,3.1,6.3,2,Development
Azure,2000.0,1,4.2,1.9,4,Bank
Azure,800.0,1,3.7,3.4,4,IT
Google Cloud,800.0,1,3.5,1.8,4,Telecom
Private Cloud,1896.6,1,3.9,3.5,4,IT
Azure,2000.0,1,3.5,1.6,4,Bank
Private Cloud,1934.7,1,4.2,3.5,4,IT
Google Cloud,1944.1,1,3.4,2.4,5,IT
AWS,1934.7,1,4.2,2.7,4,Other
AWS,1274.9,1,3.0,3.0,4,Education
AWS,2000.0,1,3.8,3.2,4,IT
Azure,1614.8,1,3.0,3.5,4,Bank
Private Cloud,1961.9,1,3.0,1.7,4,Medicine
AWS,918.0,0,3.8,6.5,1,Telecom
AWS,2000.0,1,3.0,3.5,5,Medicine
Google Cloud,800.0,1,3.6,1.5,4,Medicine
Private Cloud,2000.0,1,3.4,2.2,4,IT
Azure,2000.0,1,4.8,3.5,4,Medicine
Private Cloud,2000.0,1,4.4,1.8,5,IT
Azure,800.0,1,5.0,2.6,4,Education
Private Cloud,1670.1,1,4.0,3.5,5,IT
Azure,1866.5,1,3.3,2.3,5,Bank
Private Cloud,1356.3,1,5.0,3.5,4,Telecom
Private Cloud,1012.0,1,3.6,6.6,1,Education
AWS,2000.0,1,3.0,2.3,4,Development
Private Cloud,2000.0,1,3.0,1.8,4,IT
Azure,2000.0,1,3.0,3.0,5,Education
Azure,800.0,1,4.6,2.7,4,Other
Google Cloud,1796.8,1,5.0,3.2,5,Bank
AWS,1184.0,1,3.0,2.5,5,Telecom
AWS,2000.0,1,3.0,2.3,5,IT
AWS,1645.1,1,3.6,3.3,4,Bank
AWS,1667.0,0,2.0,7.1,3,IT
Private Cloud,700.0,0,3.8,6.8,1,Other
AWS,2000.0,1,3.6,3.3,4,Bank
AWS,1008.8,1,4.5,2.7,4,Medicine
Google Cloud,800.0,1,5.0,2.3,5,Development
Azure,943.0,0,3.1,6.4,1,Education
Google Cloud,1190.0,0,4.4,7.5,3,Education
Azure,867.0,0,2.2,6.1,1,Education
Azure,534.0,0,4.1,7.4,2,Medicine
Google Cloud,512.0,1,2.6,7.5,2,Bank
Google Cloud,2000.0,1,3.0,3.5,5,Education
Private Cloud,226.0,0,3.9,5.0,3,Education
Private Cloud,1567.9,1,3.0,2.5,4,Medicine
Google Cloud,2000.0,1,3.0,3.5,5,Bank
AWS,2000.0,1,4.1,2.7,5,IT
Private Cloud,800.0,1,3.2,3.5,5,Telecom
Google Cloud,1505.8,1,4.8,2.7,5,Education
Azure,1069.7,1,3.9,1.7,4,Development
Google Cloud,2000.0,1,4.4,3.2,4,IT
AWS,998.6,1,4.8,2.7,5,Medicine
Azure,2000.0,1,4.4,3.3,4,Medicine
Private Cloud,943.4,1,3.1,2.8,4,Bank
Azure,919.5,1,3.1,2.0,5,Education
Azure,944.3,1,3.9,3.5,5,Telecom
AWS,1441.0,0,3.2,7.5,1,Development
Private Cloud,800.0,1,4.1,3.1,5,Bank
Private Cloud,1052.7,1,3.0,3.2,4,IT
AWS,800.0,0,2.9,6.1,2,IT
AWS,2000.0,1,4.1,3.5,5,Bank
Private Cloud,2000.0,1,4.0,3.2,5,IT
Google Cloud,2000.0,1,3.2,1.9,5,Telecom
Google Cloud,999.4,1,4.5,3.2,4,Other
Google Cloud,1390.0,1,4.7,2.4,4,Education
Private Cloud,800.0,1,3.8,1.9,4,Bank
Private Cloud,1562.4,1,3.0,3.1,4,Medicine
Google Cloud,296.0,1,2.8,6.0,1,Bank
AWS,1329.7,1,3.2,3.5,5,Other
Google Cloud,841.2,1,5.0,2.2,4,IT
Private Cloud,2000.0,1,4.1,3.5,4,IT
Private Cloud,2000.0,1,4.0,2.9,5,Education
Private Cloud,800.0,1,5.0,1.9,4,IT
Private Cloud,2000.0,1,5.0,3.5,4,IT
Private Cloud,800.0,1,5.0,2.2,4,Education
AWS,800.0,1,4.7,1.7,5,Education
Google Cloud,2000.0,1,3.1,1.5,4,IT
Azure,1082.3,1,3.0,3.5,5,IT
AWS,1588.4,1,4.1,2.9,5,IT
AWS,2000.0,1,3.3,3.1,5,Other
Private Cloud,441.0,1,4.3,6.5,2,Telecom
Azure,2000.0,1,3.9,2.7,4,Medicine
Azure,1397.0,0,2.4,6.9,2,IT
Google Cloud,2000.0,1,3.6,3.4,4,IT
Private Cloud,2000.0,1,3.0,3.4,5,Telecom
Google Cloud,911.0,1,3.9,7.3,1,IT
Azure,800.0,1,4.6,2.3,5,Telecom
Private Cloud,800.0,1,4.6,3.5,5,Bank
AWS,2000.0,1,3.5,1.6,5,Development
Google Cloud,2000.0,1,3.3,3.5,4,Development
Private Cloud,2000.0,1,3.0,3.5,4,IT
Azure,2000.0,1,3.4,3.5,4,Development
Private Cloud,800.0,1,3.1,2.3,5,Education
Private Cloud,1405.3,1,3.7,3.1,5,Development
Azure,1475.0,1,5.0,1.7,4,Other
Azure,2000.0,1,3.2,3.0,4,IT
Private Cloud,1280.2,1,4.1,2.5,5,IT
Private Cloud,1307.2,1,3.5,3.5,5,Development
Private Cloud,1233.0,1,2.2,7.1,2,Bank
Google Cloud,2000.0,1,3.1,2.1,5,Education
Google Cloud,1017.0,1,4.3,6.9,2,Education
Google Cloud,2000.0,1,3.1,2.0,4,Education
Private Cloud,800.0,1,3.5,2.0,5,Development
AWS,2000.0,1,3.3,2.4,5,Education
Azure,1398.7,1,3.9,3.5,4,Bank
Google Cloud,800.0,1,3.0,2.6,5,Telecom
Azure,1782.6,1,5.0,2.1,5,Bank
Azure,2000.0,1,4.7,3.5,5,IT
Private Cloud,1466.0,1,2.3,7.2,3,Telecom
Private Cloud,1945.6,1,3.0,2.0,4,IT
Google Cloud,2000.0,1,5.0,2.0,4,IT
Azure,2000.0,1,3.4,3.5,4,Medicine
Azure,2000.0,1,3.1,3.2,5,Medicine
Google Cloud,909.7,1,4.4,1.5,5,Medicine
Private Cloud,1868.2,1,3.7,3.2,4,Bank
AWS,2000.0,1,3.7,2.1,5,Development
Google Cloud,1401.5,1,4.2,3.5,5,Telecom
Azure,800.0,1,5.0,2.9,5,Bank
Azure,1404.7,1,3.1,2.6,5,IT
Google Cloud,837.4,1,3.0,2.8,5,Medicine
Private Cloud,1897.3,1,5.0,2.3,5,Telecom
Azure,1985.0,1,4.5,3.5,4,Telecom
Google Cloud,2000.0,1,5.0,3.5,5,IT
Google Cloud,2000.0,1,5.0,3.5,4,IT
Google Cloud,800.0,1,5.0,2.3,5,Telecom
Google Cloud,2000.0,1,4.7,1.9,4,IT
Private Cloud,2000.0,1,4.8,3.5,4,Bank
Google Cloud,944.0,0,4.1,6.2,1,IT
AWS,2000.0,1,3.3,2.4,5,Medicine
Azure,2000.0,1,3.5,3.5,5,Education
Google Cloud,964.9,1,5.0,2.6,5,Bank
Google Cloud,800.0,1,3.1,2.5,5,Development
AWS,503.0,0,4.3,6.8,2,IT
Azure,739.0,1,2.5,6.1,1,IT
Azure,1524.5,1,3.5,2.6,4,Other
AWS,1454.6,1,4.2,2.7,5,Bank
Azure,2000.0,1,3.0,3.0,5,Other
Azure,2000.0,1,5.0,3.4,5,Bank
Azure,2000.0,1,5.0,2.1,4,Medicine
Google Cloud,800.0,1,3.6,2.5,5,IT
Private Cloud,2000.0,1,5.0,2.2,4,Development
Private Cloud,1454.2,1,3.9,3.2,4,IT
Google Cloud,2000.0,1,3.0,3.5,5,Education
Azure,2000.0,1,5.0,3.4,4,Telecom
AWS,1287.0,1,4.7,3.5,4,IT
AWS,2000.0,1,3.0,3.2,4,IT
Private Cloud,1302.1,1,3.6,3.5,4,IT
Azure,2000.0,1,5.0,3.5,5,IT
Google Cloud,2000.0,1,3.3,3.5,5,IT
Private Cloud,236.0,1,3.2,5.7,3,Telecom
Google Cloud,800.0,1,3.9,2.6,4,Medicine
Azure,1588.5,1,3.8,2.7,5,Telecom
Private Cloud,1536.1,1,3.8,2.2,4,Bank
AWS,684.0,0,2.9,6.4,3,Development
Azure,800.0,1,4.1,2.9,4,Education
AWS,800.0,1,3.0,3.0,4,Education
AWS,2000.0,1,5.0,3.5,4,IT
AWS,800.0,1,5.0,2.9,4,Development
Azure,875.8,1,5.0,3.5,4,Bank
Google Cloud,2000.0,1,3.1,3.3,5,Telecom
Google Cloud,2000.0,1,3.0,3.5,4,Development
Google Cloud,1979.0,0,2.4,7.3,1,Education
Azure,2000.0,1,4.5,3.4,4,Medicine
Google Cloud,801.1,1,5.0,3.5,5,IT
Azure,2000.0,1,3.6,3.5,4,IT
Google Cloud,800.0,1,4.8,3.0,4,IT
Azure,2000.0,1,4.8,3.0,4,Telecom
Google Cloud,1913.6,1,3.1,2.6,5,Bank
AWS,983.3,1,3.1,1.8,5,IT
Private Cloud,572.0,1,4.3,6.7,3,Education
Azure,2000.0,1,3.5,3.5,4,Education
AWS,1102.0,0,2.3,6.4,2,Education
Private Cloud,800.0,1,3.5,2.3,4,IT
Private Cloud,555.0,0,2.2,6.9,2,Medicine
Azure,946.0,0,3.2,6.6,1,Development
Azure,800.0,1,3.2,2.8,5,Bank
Azure,2000.0,1,3.7,2.0,5,IT
Google Cloud,235.0,0,3.5,6.8,1,IT
Azure,1597.7,1,5.0,3.5,4,Education
Private Cloud,2000.0,1,3.0,3.5,5,IT
AWS,487.0,0,2.5,5.6,1,IT
Google Cloud,2000.0,1,3.0,3.5,4,Development
Google Cloud,1210.0,1,5.0,2.8,4,Bank
Private Cloud,1030.6,1,4.2,2.8,5,IT
Azure,800.0,1,3.2,2.8,4,IT
AWS,1756.5,1,4.3,3.5,4,Bank
Azure,800.0,1,3.0,2.5,5,Education
Google Cloud,1909.8,1,4.4,3.4,5,Education
AWS,1644.5,1,3.6,3.0,4,Medicine
Azure,2000.0,1,5.0,3.5,5,Telecom
Google Cloud,2000.0,1,3.0,3.5,4,Bank
Private Cloud,2000.0,1,3.0,3.5,4,IT
Private Cloud,1783.5,1,4.0,1.7,4,IT
AWS,800.0,1,4.2,3.2,4,Development
Google Cloud,263.0,0,3.2,5.4,2,IT
AWS,1881.6,1,3.1,2.2,4,IT
Private Cloud,362.0,0,2.8,6.4,1,Education
Google Cloud,527.0,1,4.3,6.3,3,Development
Private Cloud,1672.6,1,3.0,3.5,5,Bank
Private Cloud,1414.3,1,3.0,3.5,4,IT
Private Cloud,2000.0,1,3.2,2.7,4,Other
Google Cloud,2000.0,1,3.3,3.5,4,IT
Azure,2000.0,1,4.9,1.9,5,IT
AWS,1581.6,1,3.4,2.7,4,Other
Private Cloud,2000.0,1,3.0,3.5,5,Development
Google Cloud,2000.0,1,4.5,3.5,5,Education
Azure,1577.8,1,3.5,1.7,5,IT
Google Cloud,2000.0,1,3.0,3.5,4,Bank
Private Cloud,1683.8,1,4.3,2.3,4,IT
AWS,1346.1,1,3.7,1.9,5,IT
Google Cloud,910.1,1,3.0,3.4,5,Development
Azure,1846.5,1,4.4,3.5,4,IT
Google Cloud,2000.0,1,4.4,2.5,5,Bank
AWS,2000.0,1,5.0,3.5,5,Development
Azure,1513.0,0,2.4,6.4,1,IT
Private Cloud,2000.0,1,3.0,2.6,4,Bank
Private Cloud,1080.2,1,5.0,1.8,5,Education
Azure,1280.3,1,4.0,1.5,4,Development
Azure,727.0,1,2.1,6.7,2,Bank
Google Cloud,2000.0,1,3.4,2.5,5,Medicine
AWS,640.0,1,3.0,6.4,3,Medicine
Azure,1908.7,1,4.6,3.5,4,Bank
Private Cloud,984.7,1,3.9,1.8,5,Telecom
Private Cloud,2000.0,1,3.2,2.1,4,Education
Azure,2000.0,1,3.0,3.5,5,IT
Private Cloud,391.0,1,2.9,7.3,3,Bank
Private Cloud,505.0,0,4.3,7.4,1,Development
AWS,800.0,1,5.0,1.8,5,IT
Azure,2000.0,1,3.9,3.5,5,IT
Azure,800.0,1,5.0,2.4,5,IT
AWS,800.0,1,3.4,2.6,4,IT
Private Cloud,1726.9,1,4.7,3.0,5,Bank
Azure,977.2,1,4.1,3.5,5,Bank
AWS,456.0,0,2.7,5.4,3,Education
AWS,2000.0,1,5.0,3.0,4,Development
AWS,1417.4,1,3.5,3.5,4,Education
Azure,2000.0,1,5.0,2.3,4,Development
Azure,2000.0,1,3.2,2.4,4,Telecom
Azure,800.0,1,5.0,1.7,5,IT
Private Cloud,1943.5,1,4.5,3.5,4,Bank
Private Cloud,1434.0,1,4.3,3.2,4,Medicine
AWS,1249.4,1,5.0,2.9,5,Other
AWS,800.0,1,3.2,2.3,5,IT
Google Cloud,1383.9,1,5.0,3.5,5,Development
Google Cloud,1645.3,1,3.1,2.0,4,Telecom
Private Cloud,1352.2,1,4.4,3.1,5,Other
Azure,2000.0,1,3.0,3.5,5,Development
Azure,1183.0,1,3.0,1.9,4,Development
Azure,1483.5,1,4.4,3.5,5,IT
Azure,2000.0,1,3.6,3.5,4,Education
Google Cloud,1365.9,1,3.0,2.5,5,Telecom
AWS,1715.2,1,4.3,3.5,4,Education
AWS,1002.0,0,3.1,6.7,3,Education
AWS,1784.4,1,4.3,2.6,4,Telecom
Private Cloud,2000.0,1,3.9,2.7,5,Bank
Azure,800.0,1,5.0,3.5,4,Telecom
Azure,800.0,1,3.6,2.2,4,Bank
Google Cloud,800.0,1,4.9,3.4,5,IT
AWS,2000.0,1,4.3,2.0,4,IT
Private Cloud,2000.0,1,3.0,3.5,4,IT
Google Cloud,800.0,1,4.0,3.3,5,Education
Google Cloud,216.0,0,2.4,5.5,1,Education
Azure,800.0,1,4.9,3.3,4,IT
Google Cloud,1381.5,1,4.3,2.8,5,Development
Google Cloud,2000.0,1,4.1,2.7,4,Bank
AWS,2000.0,1,5.0,3.0,5,Other
Azure,2000.0,1,4.3,3.5,4,Education
Private Cloud,966.0,0,3.5,7.1,3,Education
Azure,2000.0,1,3.0,2.3,5,Bank
Google Cloud,800.0,1,5.0,3.5,5,Telecom
Google Cloud,365.0,0,3.0,7.2,1,Telecom
Google Cloud,1002.6,1,3.0,2.5,4,Telecom
Google Cloud,1946.0,1,4.7,3.4,4,Telecom
Azure,1153.0,1,3.0,6.7,1,Bank
Azure,1627.9,1,3.7,1.7,5,IT
AWS,1901.9,1,4.7,2.3,5,Development
Private Cloud,1440.0,1,2.7,7.2,2,Other
AWS,2000.0,1,5.0,1.7,4,Education
Private Cloud,2000.0,1,3.2,3.3,4,IT
AWS,468.0,1,2.7,6.3,1,Other
Private Cloud,2000.0,1,3.0,3.4,5,Bank
Google Cloud,1914.2,1,5.0,3.5,5,Telecom
Azure,2000.0,1,4.8,3.5,4,Telecom
AWS,1102.0,0,2.3,6.4,3,Medicine
Private Cloud,1023.1,1,4.3,3.4,4,Telecom
AWS,2000.0,1,4.5,3.3,4,Medicine
AWS,2000.0,1,4.3,3.5,4,Telecom
AWS,800.0,1,3.0,2.1,4,IT
Private Cloud,2000.0,1,3.6,3.5,5,Development
Azure,1496.4,1,3.8,1.9,5,Education
Private Cloud,1046.0,0,2.1,7.3,3,IT
AWS,2000.0,1,4.7,3.5,4,IT
AWS,918.0,0,3.8,6.5,3,Education
Google Cloud,800.0,1,4.5,2.9,4,IT
Google Cloud,1883.3,1,3.5,3.5,5,Telecom
AWS,800.0,1,3.6,2.9,5,Education
AWS,1606.4,1,3.6,3.5,4,Education
AWS,681.0,0,2.3,7.5,1,IT
Private Cloud,2000.0,1,5.0,3.3,5,Education
AWS,2000.0,1,4.9,3.1,4,Education
AWS,1825.2,1,3.0,3.5,4,IT
Private Cloud,834.3,1,3.2,2.2,4,IT
Azure,2000.0,1,5.0,1.6,4,IT
Google Cloud,1336.0,1,3.6,7.4,3,Education
Azure,2000.0,1,3.4,3.4,5,IT
Private Cloud,2000.0,1,3.3,1.4,4,Education
Google Cloud,1549.3,1,3.6,3.5,5,Medicine
Private Cloud,1095.0,0,2.8,5.9,1,Other
Private Cloud,1806.5,1,5.0,2.3,4,IT
Private Cloud,928.4,1,3.0,1.7,5,Development
AWS,1469.0,0,2.0,6.1,1,IT
AWS,2000.0,1,3.4,3.5,4,IT
Private Cloud,1451.8,1,5.0,3.4,4,Other
Private Cloud,1744.4,1,3.9,3.0,4,IT
Google Cloud,1471.0,1,3.1,7.4,1,Education
AWS,1199.0,1,2.3,7.4,3,Medicine
Azure,2000.0,1,4.6,2.7,4,Other
Private Cloud,2000.0,1,3.0,2.8,5,Education
AWS,970.0,0,4.3,7.1,1,Telecom
AWS,2000.0,1,4.1,3.5,4,Telecom
Google Cloud,800.0,1,3.7,2.9,5,IT
Azure,800.0,1,3.8,2.6,4,Development
Azure,1084.6,1,4.5,3.5,5,Medicine
Azure,2000.0,1,3.9,3.0,4,Other
Azure,1111.1,1,3.2,3.2,5,Medicine
Google Cloud,800.0,1,5.0,2.1,4,IT
Private Cloud,1894.5,1,3.6,3.2,5,Medicine
Private Cloud,267.0,0,2.5,7.4,3,Telecom
Azure,1196.6,1,3.1,3.5,5,Telecom
Google Cloud,2000.0,1,5.0,3.4,5,Bank
Google Cloud,1906.0,1,2.3,7.5,1,IT
Google Cloud,1296.4,1,3.9,1.6,5,Telecom
AWS,2000.0,1,4.0,3.5,5,Education
Private Cloud,312.0,1,2.4,6.3,1,Education
Azure,1694.2,1,4.2,2.2,4,IT
AWS,2000.0,1,3.0,2.2,4,Bank
Private Cloud,2000.0,1,3.0,2.6,4,Other
AWS,2000.0,1,4.8,2.8,4,Bank
Google Cloud,1041.6,1,4.8,3.4,4,Development
AWS,2000.0,1,5.0,2.8,5,Development
Azure,392.0,0,2.3,5.6,1,IT
Azure,800.0,1,3.1,2.2,4,Medicine
Azure,800.0,1,4.5,3.5,5,Telecom
AWS,1992.3,1,3.5,3.3,5,IT
Private Cloud,2000.0,1,4.4,3.5,5,Development
Google Cloud,800.0,1,5.0,3.5,4,Medicine
Azure,1274.8,1,3.3,1.7,4,IT
Private Cloud,2000.0,1,4.7,3.3,4,Bank
AWS,2000.0,1,3.0,2.9,4,Education
Private Cloud,2000.0,1,4.7,3.5,5,Bank
Azure,851.6,1,5.0,1.9,4,Development
Google Cloud,805.4,1,4.4,1.4,4,Bank
Azure,1465.1,1,4.0,1.6,5,Development
AWS,465.0,1,2.7,5.9,1,IT
AWS,981.2,1,3.0,3.5,5,Bank
Private Cloud,2000.0,1,3.0,2.9,5,Development
Private Cloud,2000.0,1,4.9,2.1,4,IT
Google Cloud,1744.8,1,3.1,2.7,4,IT
Private Cloud,2000.0,1,4.7,2.6,4,IT
Google Cloud,2000.0,1,3.3,3.5,4,Education
Azure,1642.0,1,3.8,1.8,5,Education
AWS,2000.0,1,4.6,3.5,5,Bank
Azure,1376.6,1,3.4,2.6,5,IT
Private Cloud,1430.6,1,3.5,2.5,4,IT
Azure,2000.0,1,3.0,3.5,4,Development
Google Cloud,990.9,1,4.5,3.0,5,Medicine
Google Cloud,1746.5,1,4.6,1.9,5,Bank
Azure,2000.0,1,3.0,3.3,4,Telecom
Private Cloud,1352.7,1,4.8,3.5,4,IT
Private Cloud,1383.9,1,4.1,2.7,4,IT
Private Cloud,1504.9,1,4.2,1.8,4,Development
AWS,1863.5,1,3.0,2.4,5,IT
AWS,2000.0,1,4.1,1.6,5,Telecom
Azure,1272.0,0,3.1,6.5,1,Education
Azure,2000.0,1,5.0,2.5,4,Development
Google Cloud,2000.0,1,4.2,3.5,5,Bank
Private Cloud,2000.0,1,5.0,2.6,4,Development
Google Cloud,1864.5,1,4.1,2.3,4,Telecom
AWS,1374.0,0,4.0,7.4,2,IT
Azure,2000.0,1,5.0,3.3,5,Education
Azure,2000.0,1,4.6,2.3,5,Medicine
Private Cloud,800.0,1,3.6,3.0,5,Development
Private Cloud,1713.0,1,4.6,2.6,4,Medicine
AWS,1320.0,0,2.3,6.1,2,IT
AWS,336.0,0,2.4,6.3,3,Bank
Google Cloud,2000.0,1,4.9,1.8,5,Bank
AWS,2000.0,1,3.1,3.1,5,Bank
Azure,2000.0,1,4.0,1.9,5,IT
Private Cloud,521.0,1,2.4,7.2,1,Telecom
Azure,1001.0,0,2.5,6.5,3,Bank
Private Cloud,2000.0,1,3.0,1.5,5,Development
Private Cloud,1325.8,1,4.3,2.7,4,IT
Google Cloud,2000.0,1,4.1,3.2,4,IT
Private Cloud,1752.7,1,4.7,3.5,5,Bank
Azure,2000.0,1,3.0,3.5,4,Education
AWS,2000.0,1,4.0,2.2,4,Other
Google Cloud,800.0,1,4.3,2.0,4,Education
Private Cloud,1565.0,1,4.2,3.4,5,Education
Google Cloud,800.0,1,3.0,1.6,4,IT
Google Cloud,946.3,1,3.7,3.1,4,Medicine
Azure,2000.0,1,3.0,3.5,5,Medicine
AWS,1025.0,1,4.8,2.4,5,Education
Google Cloud,1331.2,1,5.0,2.9,5,Development
Google Cloud,800.0,1,5.0,2.4,4,Bank
AWS,2000.0,1,4.5,3.5,5,IT
Google Cloud,926.9,1,4.6,3.5,4,Bank
Azure,2000.0,1,3.0,2.7,4,Bank
Azure,603.0,0,2.1,6.6,3,Education
Private Cloud,1429.4,1,4.8,3.5,4,Development
Azure,2000.0,1,4.2,2.3,4,Bank
AWS,1236.4,1,4.1,3.5,4,Education
Google Cloud,1778.5,1,4.6,3.5,5,Education
AWS,2000.0,1,3.7,1.5,4,IT
Azure,2000.0,1,3.6,3.5,4,IT
Private Cloud,1233.0,1,2.2,7.1,3,Education
Azure,2000.0,1,3.0,2.4,4,Telecom
AWS,1460.1,1,3.3,2.0,5,IT
AWS,965.1,1,3.0,1.8,5,IT
Google Cloud,1834.3,1,3.2,2.7,4,IT
Private Cloud,1682.3,1,5.0,3.5,4,Bank
Private Cloud,800.0,1,3.8,2.4,5,Education
Private Cloud,2000.0,1,5.0,1.7,4,Education
Private Cloud,1103.7,1,4.9,3.4,5,IT
Azure,2000.0,1,3.0,2.4,4,IT
Google Cloud,1250.6,1,3.0,3.5,4,Education
AWS,2000.0,1,3.0,3.5,5,Other
Azure,2000.0,1,5.0,3.1,5,Education
Private Cloud,1296.6,1,3.0,2.6,5,Other
Azure,728.0,0,2.8,7.3,2,IT
AWS,1162.0,1,3.6,1.9,4,IT
Google Cloud,1157.0,1,3.0,3.5,5,Bank
Private Cloud,800.0,1,3.0,3.0,5,Telecom
Google Cloud,1766.1,1,3.0,3.5,4,IT
AWS,2000.0,1,3.0,3.3,4,IT
Private Cloud,807.0,0,2.6,5.5,2,Development
Google Cloud,2000.0,1,4.5,3.2,4,Telecom
Google Cloud,2000.0,1,5.0,3.5,5,Bank
Google Cloud,304.0,0,4.4,7.4,1,Education
Google Cloud,2000.0,1,5.0,2.9,5,Bank
Private Cloud,1713.2,1,4.8,3.5,4,Education
AWS,2000.0,1,4.9,2.0,4,Education
Google Cloud,803.0,1,2.5,7.1,3,Development
AWS,2000.0,1,3.7,2.9,4,IT
Azure,1125.0,1,2.0,7.1,2,Education
Private Cloud,2000.0,1,4.9,3.5,5,Bank
AWS,2000.0,1,5.0,2.9,5,Education
Google Cloud,1892.2,1,3.7,3.3,4,Development
Google Cloud,1067.5,1,4.9,3.5,5,IT
Azure,1984.3,1,4.7,3.4,5,IT
Private Cloud,2000.0,1,4.9,3.5,5,Education
Private Cloud,2000.0,1,3.6,3.2,4,Medicine
Google Cloud,742.0,1,2.5,6.9,1,Education
Google Cloud,1629.8,1,5.0,2.2,5,Telecom
AWS,2000.0,1,3.3,3.2,5,Telecom
Private Cloud,2000.0,1,4.0,3.5,4,Education
AWS,2000.0,1,3.4,3.5,5,Bank
Private Cloud,657.0,0,3.0,5.5,2,Telecom
Azure,1830.5,1,4.5,2.8,5,Education
Google Cloud,1988.9,1,4.7,3.5,4,Education
Private Cloud,800.0,1,3.0,2.6,5,IT
Azure,903.2,1,4.8,1.5,4,Bank
Google Cloud,365.0,1,2.7,5.4,2,Bank
Azure,1988.6,1,3.7,2.3,5,Telecom
Private Cloud,1881.8,1,4.0,3.5,5,Medicine
Google Cloud,1968.5,1,5.0,3.5,5,IT
Private Cloud,2000.0,1,5.0,3.5,4,Bank
AWS,1003.4,1,4.9,3.5,5,Development
Google Cloud,2000.0,1,4.2,3.5,5,Bank
Private Cloud,346.0,0,2.7,6.9,3,IT
Private Cloud,1167.1,1,3.0,3.5,5,Education
Private Cloud,1125.9,1,4.0,3.5,5,Medicine
Google Cloud,2000.0,1,4.2,2.9,5,Medicine
Private Cloud,1623.4,1,5.0,2.9,4,Education
Azure,1344.2,1,3.0,3.5,4,Medicine
AWS,2000.0,1,3.9,3.5,5,IT
Azure,250.0,1,3.8,6.2,2,Education
Google Cloud,597.0,0,2.5,7.0,3,Bank
AWS,2000.0,1,4.6,3.5,4,Development
AWS,2000.0,1,4.7,3.3,5,Bank
Private Cloud,800.0,1,3.5,2.7,5,IT
Private Cloud,2000.0,1,3.0,3.5,4,Development
AWS,1758.0,0,2.5,7.3,1,Development
AWS,800.0,1,3.1,1.7,5,Development
AWS,2000.0,1,3.7,1.9,4,Telecom
Google Cloud,1403.2,1,3.9,2.4,4,Development
Google Cloud,314.0,1,4.0,6.9,2,Telecom
Private Cloud,1981.9,1,5.0,3.5,4,Education
Google Cloud,2000.0,1,3.6,3.5,4,Bank
Private Cloud,1618.4,1,3.2,3.2,4,IT
Private Cloud,2000.0,1,4.0,3.5,4,IT
Azure,2000.0,1,5.0,3.5,5,Education
AWS,2000.0,1,4.8,3.5,4,Telecom
AWS,2000.0,1,4.4,3.5,4,Education
Private Cloud,1944.1,1,4.6,3.5,4,Education
AWS,2000.0,1,3.6,2.3,5,Medicine
Google Cloud,2000.0,1,5.0,3.2,4,Medicine
Google Cloud,800.0,1,3.2,3.0,5,Other
AWS,800.0,1,3.0,2.1,4,Bank
Private Cloud,800.0,1,4.0,3.5,4,IT
Google Cloud,535.0,0,2.6,6.8,3,Bank
Private Cloud,2000.0,1,3.4,2.9,5,Education
AWS,800.0,1,5.0,2.2,5,Medicine
Azure,1605.7,1,4.8,3.5,4,Education
AWS,468.0,1,2.7,6.3,2,Development
Azure,2000.0,1,5.0,2.9,5,Education
AWS,2000.0,1,4.4,1.6,4,IT
Private Cloud,800.0,1,3.0,3.3,4,Telecom
Azure,2000.0,1,4.1,2.4,4,Education
Google Cloud,2000.0,1,4.1,2.6,5,Medicine
Google Cloud,1144.0,1,2.4,7.4,2,IT
Private Cloud,2000.0,1,4.4,2.3,5,Education
AWS,1500.8,1,4.0,3.0,4,Telecom
Azure,2000.0,1,3.6,3.5,5,IT
Private Cloud,246.0,1,2.5,5.2,3,Telecom
Private Cloud,395.0,0,3.6,7.2,3,IT
Private Cloud,800.0,1,4.5,3.0,5,IT
AWS,1133.2,1,3.1,2.1,5,Bank
Google Cloud,900.5,1,3.0,2.5,4,Education
Google Cloud,1234.2,1,5.0,1.7,5,Education
Google Cloud,940.8,1,4.4,3.0,5,Telecom
Azure,1019.4,1,3.0,3.5,4,Medicine
